season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,1,1,0,Saturday,0,1,18.34,33.9982,80,14.412186468646864,40
1,1,4,0,Saturday,0,1,19.28,35.001400000000004,75,14.412186468646864,1
1,1,5,0,Saturday,0,2,19.28,33.001599999999996,75,6.0032,1
1,1,7,0,Saturday,0,1,17.4,33.001599999999996,86,14.412186468646864,3
1,1,8,0,Saturday,0,1,19.28,35.001400000000004,75,14.412186468646864,8
1,1,9,0,Saturday,0,1,23.04,39.001,76,14.412186468646864,14
1,1,10,0,Saturday,0,1,25.86,41.9974,76,16.997899999999998,36
1,1,12,0,Saturday,0,1,27.74,43.99720000000001,77,19.0012,84
1,1,13,0,Saturday,0,2,29.62,45.997,72,19.999499999999998,94
1,1,14,0,Saturday,0,2,29.62,45.997,72,19.0012,106
1,1,15,0,Saturday,0,2,28.68,45.0004,77,19.999499999999998,110
1,1,16,0,Saturday,0,2,27.74,43.99720000000001,82,19.999499999999998,93
1,1,17,0,Saturday,0,2,28.68,45.0004,82,19.0012,67
1,1,18,0,Saturday,0,3,27.74,43.99720000000001,88,16.997899999999998,35
1,1,19,0,Saturday,0,3,27.74,43.99720000000001,88,16.997899999999998,37
1,1,21,0,Saturday,0,2,26.8,43.000600000000006,87,12.998000000000001,34
1,1,22,0,Saturday,0,2,26.8,43.000600000000006,94,15.001299999999999,28
1,1,0,0,Sunday,0,2,29.62,45.997,88,19.999499999999998,17
1,1,1,0,Sunday,0,2,28.68,45.0004,94,16.997899999999998,17
1,1,2,0,Sunday,0,2,27.74,43.99720000000001,100,19.0012,9
1,1,4,0,Sunday,0,2,29.62,45.997,94,12.998000000000001,3
1,1,6,0,Sunday,0,3,27.74,43.99720000000001,77,19.999499999999998,2
1,1,7,0,Sunday,0,2,26.8,43.000600000000006,76,12.998000000000001,1
1,1,8,0,Sunday,0,3,26.8,43.000600000000006,71,15.001299999999999,8
1,1,9,0,Sunday,0,2,25.86,41.9974,76,15.001299999999999,20
1,1,10,0,Sunday,0,2,24.919999999999998,39.001,81,15.001299999999999,53
1,1,11,0,Sunday,0,2,24.919999999999998,37.9978,71,16.997899999999998,70
1,1,12,0,Sunday,0,2,24.919999999999998,37.9978,66,19.999499999999998,93
1,1,13,0,Sunday,0,2,24.919999999999998,39.001,66,8.9981,75
1,1,14,0,Sunday,0,3,24.919999999999998,39.001,76,12.998000000000001,59
1,1,15,0,Sunday,0,3,23.98,37.9978,81,11.0014,74
1,1,16,0,Sunday,0,3,23.98,37.9978,71,11.0014,76
1,1,17,0,Sunday,0,1,23.98,37.9978,56.99999999999999,12.998000000000001,65
1,1,18,0,Sunday,0,2,24.919999999999998,37.9978,46,22.0028,53
1,1,19,0,Sunday,0,1,23.04,35.001400000000004,42,30.002599999999997,30
1,1,21,0,Sunday,0,1,20.22,31.0018,44,22.0028,31
1,1,23,0,Sunday,0,1,18.34,31.0018,47,11.0014,8
1,1,0,0,Monday,1,1,18.34,29.002000000000002,44,23.9994,5
1,1,1,0,Monday,1,1,17.4,27.0022,44,27.999299999999998,2
1,1,4,0,Monday,1,1,15.52,25.0024,47,26.0027,1
1,1,5,0,Monday,1,1,15.52,25.0024,47,19.0012,3
1,1,6,0,Monday,1,1,14.580000000000002,23.0026,50,26.0027,30
1,1,7,0,Monday,1,1,14.580000000000002,25.0024,50,12.998000000000001,64
1,1,8,0,Monday,1,1,14.580000000000002,23.999200000000002,50,19.0012,154
1,1,9,0,Monday,1,1,15.52,25.0024,43,26.0027,88
1,1,11,0,Monday,1,1,17.4,27.9988,40,22.0028,51
1,1,12,0,Monday,1,1,18.34,29.998600000000003,35,19.999499999999998,61
1,1,13,0,Monday,1,1,19.28,29.998600000000003,35,19.0012,61
1,1,16,0,Monday,1,1,20.22,31.9984,30,16.997899999999998,76
1,1,17,0,Monday,1,1,19.28,31.0018,30,15.001299999999999,157
1,1,18,0,Monday,1,1,19.28,33.001599999999996,32,7.0015,157
1,1,19,0,Monday,1,1,17.4,33.001599999999996,47,14.412186468646864,110
1,1,20,0,Monday,1,1,17.4,31.0018,47,7.0015,52
1,1,21,0,Monday,1,1,16.46,29.002000000000002,64,8.9981,52
1,1,22,0,Monday,1,1,14.580000000000002,25.999000000000002,69,8.9981,20
1,1,23,0,Monday,1,1,16.46,29.998600000000003,55.00000000000001,7.0015,12
1,1,0,0,Tuesday,1,1,15.52,27.9988,55.00000000000001,7.0015,5
1,1,1,0,Tuesday,1,1,15.52,27.9988,59,7.0015,2
1,1,2,0,Tuesday,1,1,14.580000000000002,25.999000000000002,63,8.9981,1
1,1,6,0,Tuesday,1,1,13.64,25.999000000000002,74,7.0015,36
1,1,7,0,Tuesday,1,1,13.64,25.999000000000002,74,8.9981,94
1,1,8,0,Tuesday,1,1,14.580000000000002,25.999000000000002,69,11.0014,179
1,1,9,0,Tuesday,1,1,15.52,25.999000000000002,64,15.001299999999999,100
1,1,10,0,Tuesday,1,2,15.52,25.0024,69,22.0028,42
1,1,11,0,Tuesday,1,1,18.34,29.998600000000003,51,19.999499999999998,57
1,1,12,0,Tuesday,1,1,18.34,31.0018,51,11.0014,78
1,1,13,0,Tuesday,1,1,19.28,31.0018,56.00000000000001,12.998000000000001,97
1,1,14,0,Tuesday,1,1,20.22,33.001599999999996,52,15.001299999999999,63
1,1,15,0,Tuesday,1,1,21.160000000000004,33.9982,52,16.997899999999998,65
1,1,16,0,Tuesday,1,1,22.1,35.001400000000004,49,16.997899999999998,83
1,1,17,0,Tuesday,1,1,21.160000000000004,33.9982,48,15.001299999999999,212
1,1,19,0,Tuesday,1,1,19.28,33.001599999999996,48,7.0015,112
1,1,20,0,Tuesday,1,1,19.28,33.001599999999996,48,7.0015,54
1,1,21,0,Tuesday,1,1,18.34,33.9982,64,14.412186468646864,48
1,1,22,0,Tuesday,1,1,18.34,33.001599999999996,64,6.0032,35
1,1,23,0,Tuesday,1,1,17.4,31.0018,69,6.0032,11
1,1,1,0,Wednesday,1,1,15.52,29.002000000000002,74,6.0032,6
1,1,4,0,Wednesday,1,1,19.28,31.0018,48,15.001299999999999,2
1,1,5,0,Wednesday,1,1,18.34,31.0018,47,11.0014,3
1,1,6,0,Wednesday,1,1,17.4,29.002000000000002,47,15.001299999999999,33
1,1,7,0,Wednesday,1,1,16.46,27.9988,43,12.998000000000001,88
1,1,8,0,Wednesday,1,1,17.4,27.9988,40,19.999499999999998,195
1,1,9,0,Wednesday,1,1,18.34,29.002000000000002,37,22.0028,115
1,1,10,0,Wednesday,1,1,18.34,29.002000000000002,37,22.0028,57
1,1,11,0,Wednesday,1,1,20.22,31.0018,33,22.0028,46
1,1,12,0,Wednesday,1,1,20.22,31.0018,33,22.0028,79
1,1,13,0,Wednesday,1,1,21.160000000000004,33.001599999999996,30,19.999499999999998,71
1,1,14,0,Wednesday,1,1,22.1,35.001400000000004,28.000000000000004,12.998000000000001,62
1,1,15,0,Wednesday,1,1,22.1,35.001400000000004,28.000000000000004,12.998000000000001,62
1,1,16,0,Wednesday,1,1,22.1,37.0012,28.000000000000004,6.0032,89
1,1,17,0,Wednesday,1,1,19.28,31.0018,38,12.998000000000001,190
1,1,18,0,Wednesday,1,1,19.28,31.9984,38,8.9981,169
1,1,20,0,Wednesday,1,1,18.34,31.0018,47,11.0014,89
1,1,21,0,Wednesday,1,1,17.4,29.002000000000002,51,12.998000000000001,43
1,1,23,0,Wednesday,1,1,17.4,33.001599999999996,47,14.412186468646864,19
1,1,0,0,Thursday,1,1,16.46,31.9984,55.00000000000001,14.412186468646864,11
1,1,1,0,Thursday,1,1,15.52,31.0018,64,14.412186468646864,4
1,1,2,0,Thursday,1,1,15.52,31.0018,64,14.412186468646864,2
1,1,4,0,Thursday,1,2,15.52,29.002000000000002,64,6.0032,1
1,1,5,0,Thursday,1,2,14.580000000000002,27.9988,69,6.0032,4
1,1,6,0,Thursday,1,2,14.580000000000002,27.0022,63,7.0015,36
1,1,7,0,Thursday,1,2,15.52,31.0018,59,14.412186468646864,95
1,1,9,0,Thursday,1,2,16.46,31.9984,51,14.412186468646864,122
1,1,10,0,Thursday,1,1,17.4,33.001599999999996,47,14.412186468646864,45
1,1,13,0,Thursday,1,1,20.22,33.9982,35,7.0015,67
1,1,14,0,Thursday,1,1,21.160000000000004,33.9982,36,11.0014,70
1,1,15,0,Thursday,1,1,21.160000000000004,33.9982,36,14.412186468646864,62
1,1,16,0,Thursday,1,1,20.22,33.001599999999996,38,11.0014,86
1,1,17,0,Thursday,1,1,18.34,31.0018,51,11.0014,172
1,1,18,0,Thursday,1,1,18.34,31.0018,51,8.9981,163
1,1,20,0,Thursday,1,1,17.4,29.998600000000003,51,11.0014,69
1,1,21,0,Thursday,1,2,18.34,29.998600000000003,55.00000000000001,15.001299999999999,48
1,1,22,0,Thursday,1,2,18.34,29.998600000000003,51,19.0012,52
1,1,23,0,Thursday,1,2,17.4,29.002000000000002,59,12.998000000000001,23
1,1,0,0,Friday,1,2,17.4,29.002000000000002,64,12.998000000000001,17
1,1,1,0,Friday,1,2,17.4,29.002000000000002,69,15.001299999999999,7
1,1,2,0,Friday,1,2,17.4,29.002000000000002,69,15.001299999999999,1
1,1,4,0,Friday,1,2,17.4,29.998600000000003,69,8.9981,1
1,1,5,0,Friday,1,3,18.34,33.9982,55.00000000000001,14.412186468646864,5
1,1,6,0,Friday,1,2,17.4,33.001599999999996,69,14.412186468646864,34
1,1,8,0,Friday,1,1,17.4,29.002000000000002,51,16.997899999999998,210
1,1,9,0,Friday,1,1,17.4,27.9988,47,19.999499999999998,134
1,1,10,0,Friday,1,1,18.34,29.002000000000002,37,22.0028,63
1,1,11,0,Friday,1,2,17.4,29.002000000000002,40,15.001299999999999,67
1,1,12,0,Friday,1,2,17.4,29.002000000000002,37,16.997899999999998,59
1,1,13,0,Friday,1,2,17.4,27.9988,37,19.0012,73
1,1,14,0,Friday,1,2,17.4,29.002000000000002,40,16.997899999999998,50
1,1,17,0,Friday,1,2,17.4,33.001599999999996,37,14.412186468646864,187
1,1,18,0,Friday,1,1,17.4,31.0018,40,6.0032,123
1,1,19,0,Friday,1,1,15.52,29.002000000000002,55.00000000000001,6.0032,95
1,1,20,0,Friday,1,1,16.46,29.998600000000003,47,7.0015,51
1,1,21,0,Friday,1,1,16.46,29.002000000000002,47,8.9981,39
1,1,22,0,Friday,1,2,16.46,29.002000000000002,43,11.0014,36
1,1,23,0,Friday,1,2,16.46,29.002000000000002,51,11.0014,15
1,1,1,0,Saturday,0,2,16.46,29.998600000000003,55.00000000000001,6.0032,16
1,1,2,0,Saturday,0,2,16.46,31.9984,55.00000000000001,14.412186468646864,16
1,1,3,0,Saturday,0,3,16.46,29.002000000000002,55.00000000000001,11.0014,7
1,1,4,0,Saturday,0,3,16.46,29.002000000000002,55.00000000000001,11.0014,1
1,1,5,0,Saturday,0,2,15.52,27.0022,74,11.0014,5
1,1,6,0,Saturday,0,2,15.52,27.0022,74,11.0014,2
1,1,7,0,Saturday,0,2,15.52,27.9988,74,7.0015,9
1,1,8,0,Saturday,0,3,15.52,27.9988,93,7.0015,15
1,1,9,0,Saturday,0,3,15.52,27.9988,93,7.0015,20
1,1,12,0,Saturday,0,2,17.4,27.9988,59,23.9994,98
1,1,13,0,Saturday,0,1,17.4,27.9988,44,22.0028,102
1,1,14,0,Saturday,0,1,17.4,27.0022,32,32.9975,95
1,1,15,0,Saturday,0,1,17.4,27.0022,32,30.002599999999997,74
1,1,16,0,Saturday,0,1,16.46,25.0024,28.999999999999996,30.002599999999997,76
1,1,17,0,Saturday,0,1,15.52,23.999200000000002,37,36.9974,69
1,1,18,0,Saturday,0,1,14.580000000000002,23.999200000000002,39,19.999499999999998,55
1,1,19,0,Saturday,0,1,14.580000000000002,23.999200000000002,36,16.997899999999998,30
1,1,20,0,Saturday,0,1,13.64,23.999200000000002,36,16.997899999999998,28
1,1,21,0,Saturday,0,1,13.64,23.0026,39,23.9994,37
1,1,22,0,Saturday,0,1,13.64,23.0026,36,26.0027,34
1,1,23,0,Saturday,0,1,12.7,19.9996,39,30.002599999999997,22
1,1,0,0,Sunday,0,1,12.7,21.0028,42,26.0027,25
1,1,1,0,Sunday,0,1,12.7,19.9996,42,31.0009,12
1,1,2,0,Sunday,0,1,12.7,19.9996,46,31.0009,11
1,1,5,0,Sunday,0,1,11.76,21.9994,53,12.998000000000001,1
1,1,6,0,Sunday,0,1,12.7,21.9994,49,19.0012,1
1,1,7,0,Sunday,0,1,11.76,21.9994,53,12.998000000000001,6
1,1,8,0,Sunday,0,1,12.7,21.9994,49,19.0012,10
1,1,9,0,Sunday,0,1,13.64,21.0028,46,35.0008,19
1,1,11,0,Sunday,0,1,15.52,23.999200000000002,40,35.0008,49
1,1,12,0,Sunday,0,1,16.46,25.0024,37,30.002599999999997,83
1,1,13,0,Sunday,0,1,17.4,27.0022,34,30.002599999999997,75
1,1,14,0,Sunday,0,1,18.34,27.9988,32,31.0009,72
1,1,15,0,Sunday,0,1,18.34,29.002000000000002,35,23.9994,82
1,1,16,0,Sunday,0,1,17.4,27.0022,34,30.002599999999997,92
1,1,18,0,Sunday,0,1,15.52,25.0024,40,22.0028,48
1,1,19,0,Sunday,0,1,15.52,25.0024,43,22.0028,41
1,1,20,0,Sunday,0,1,14.580000000000002,23.999200000000002,46,16.997899999999998,38
1,1,21,0,Sunday,0,1,14.580000000000002,23.0026,46,27.999299999999998,20
1,1,22,0,Sunday,0,1,14.580000000000002,23.999200000000002,46,19.999499999999998,15
1,1,23,0,Sunday,0,1,13.64,25.0024,50,12.998000000000001,6
1,1,0,0,Monday,1,1,13.64,23.999200000000002,50,19.0012,5
1,1,1,0,Monday,1,1,13.64,23.999200000000002,50,19.0012,1
1,1,2,0,Monday,1,1,13.64,23.999200000000002,50,15.001299999999999,3
1,1,3,0,Monday,1,1,13.64,23.999200000000002,50,15.001299999999999,1
1,1,4,0,Monday,1,1,12.7,23.999200000000002,54,8.9981,3
1,1,5,0,Monday,1,1,12.7,23.0026,54,16.997899999999998,3
1,1,6,0,Monday,1,1,13.64,23.999200000000002,50,19.0012,31
1,1,8,0,Monday,1,2,13.64,23.999200000000002,50,19.0012,188
1,1,9,0,Monday,1,2,14.580000000000002,23.999200000000002,50,16.997899999999998,94
1,1,10,0,Monday,1,2,14.580000000000002,23.999200000000002,50,19.999499999999998,31
1,1,11,0,Monday,1,2,15.52,25.0024,47,19.0012,30
1,1,13,0,Monday,1,2,17.4,27.9988,40,19.0012,54
1,1,15,0,Monday,1,2,17.4,29.002000000000002,40,15.001299999999999,45
1,1,16,0,Monday,1,1,17.4,29.998600000000003,40,8.9981,74
1,1,17,0,Monday,1,1,17.4,31.0018,40,7.0015,178
1,1,18,0,Monday,1,1,17.4,29.002000000000002,40,15.001299999999999,155
1,1,19,0,Monday,1,1,15.52,27.0022,47,11.0014,95
1,1,20,0,Monday,1,1,15.52,27.0022,50,11.0014,74
1,1,21,0,Monday,1,1,14.580000000000002,25.0024,59,12.998000000000001,38
1,1,22,0,Monday,1,1,14.580000000000002,25.999000000000002,59,11.0014,24
1,1,23,0,Monday,1,1,14.580000000000002,25.999000000000002,59,11.0014,18
1,1,0,0,Tuesday,1,1,14.580000000000002,27.0022,59,7.0015,12
1,1,1,0,Tuesday,1,1,14.580000000000002,25.999000000000002,59,11.0014,3
1,1,2,0,Tuesday,1,2,15.52,25.999000000000002,55.00000000000001,12.998000000000001,3
1,1,5,0,Tuesday,1,2,15.52,27.9988,55.00000000000001,8.9981,6
1,1,6,0,Tuesday,1,2,15.52,27.9988,55.00000000000001,8.9981,27
1,1,7,0,Tuesday,1,2,15.52,31.0018,55.00000000000001,14.412186468646864,99
